_type,address_city,address_full,address_state,address_street,address_zipcode,area,area_unit,broker_name,currency,detail_url,has_image,id,image,lot_size,lot_unit,num_baths,num_beds,pets,price,rent_per,spider_name,status,tags,time_scraped,url
PropertyItem,Norwood,"2222 Lawn Ave, Norwood, OH 45212",OH,2222 Lawn Ave,45212,null,null,Keller Williams Advisors,$,https://www.realtor.com/realestateandhomes-detail/2222-Lawn-Ave_Cincinnati_OH_45212_M44190-99845,TRUE,4419099845,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,9670,sqft,null,null,null,379900,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"2513 Lysle Ln, Norwood, OH 45212",OH,2513 Lysle Ln,45212,1164,sqft,Griffin Downey Real Estate,$,https://www.realtor.com/realestateandhomes-detail/2513-Lysle-Ln_Cincinnati_OH_45212_M43569-77519,TRUE,4356977519,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,6403,sqft,1.5,3,null,245000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"5239 Rolston Ave, Norwood, OH 45212",OH,5239 Rolston Ave,45212,1786,sqft,Coldwell Banker Realty,$,https://www.realtor.com/realestateandhomes-detail/5239-Rolston-Ave_Cincinnati_OH_45212_M44467-51173,TRUE,4446751173,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2.5,4,null,225000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Cincinnati,"5806 Montgomery Rd, Cincinnati, OH 45212",OH,5806 Montgomery Rd,45212,870,sqft,"Pivot Realty Group, Llc",$,https://www.realtor.com/realestateandhomes-detail/5806-Montgomery-Rd_Cincinnati_OH_45212_M33998-44126,TRUE,3399844126,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,4400,sqft,1,2,null,239900,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"3926 Grove Ave, Norwood, OH 45212",OH,3926 Grove Ave,45212,1791,sqft,ERA Real Solutions Realty,$,https://www.realtor.com/realestateandhomes-detail/3926-Grove-Ave_Cincinnati_OH_45212_M45683-87210,TRUE,4568387210,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,6447,sqft,2,4,null,320000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"5225 Rolston Ave, Norwood, OH 45212",OH,5225 Rolston Ave,45212,1840,sqft,"Key Realty, Ltd.",$,https://www.realtor.com/realestateandhomes-detail/5225-Rolston-Ave_Cincinnati_OH_45212_M44228-26439,TRUE,4422826439,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,2483,sqft,2,3,null,165000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"4042 S Jefferson Ave, Norwood, OH 45212",OH,4042 S Jefferson Ave,45212,1433,sqft,Coldwell Banker Realty,$,https://www.realtor.com/realestateandhomes-detail/4042-S-Jefferson-Ave_Cincinnati_OH_45212_M46182-49041,TRUE,4618249041,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,5401,sqft,1,3,null,289000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"3941 Hazel Ave, Norwood, OH 45212",OH,3941 Hazel Ave,45212,1488,sqft,COMEY & SHEPHERD REALTORS - Ma,$,https://www.realtor.com/realestateandhomes-detail/3941-Hazel-Ave_Cincinnati_OH_45212_M45672-69232,TRUE,4567269232,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,4966,sqft,1,3,null,249000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"5609 Carthage Ave, Norwood, OH 45212",OH,5609 Carthage Ave,45212,1000,sqft,"Red Sun, LLC",$,https://www.realtor.com/realestateandhomes-detail/5609-Carthage-Ave_Cincinnati_OH_45212_M43043-20742,TRUE,4304320742,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1.5+,3,null,219000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"4011 Elsmere Ave, Norwood, OH 45212",OH,4011 Elsmere Ave,45212,2063,sqft,Comey & Shepherd,$,https://www.realtor.com/realestateandhomes-detail/4011-Elsmere-Ave_Cincinnati_OH_45212_M44894-95209,TRUE,4489495209,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,3877,sqft,2,4,null,319000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Norwood,"5121 Rolston Ave, Norwood, OH 45212",OH,5121 Rolston Ave,45212,1089,sqft,Exp Realty,$,https://www.realtor.com/realestateandhomes-detail/5121-Rolston-Ave_Cincinnati_OH_45212_M43821-32030,TRUE,4382132030,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,3006,sqft,1,3,null,245000,null,realtor_property,Pending,,2022-03-31-20-57-07,https://www.realtor.com/realestateandhomes-search/45212/pg-2
PropertyItem,Cincinnati,"25 E University AveCincinnati, OH 45219",OH,25 E University Ave,45219,500 - 2000,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/25-E-University-Ave_Cincinnati_OH_45219_M47609-56782,TRUE,4760956782,https://ar.rdcpix.com/736aa0668f922ad99224723dc2ed5dddc-f1223642906od-w480_h360_x2_2x.jpg,null,null,2-Jan,Studio - 6,Pets,600 - 1900,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"195 E McMillan StCincinnati, OH 45219",OH,195 E McMillan St,45219,712 - 1241,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/195-E-McMillan-St_Cincinnati_OH_45219_M33766-00203,TRUE,3376600203,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2-Jan,4-Feb,Pets,703 - 923,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"424 Straight StCincinnati, OH 45219",OH,424 Straight St,45219,812 - 2024,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/424-Straight-St_Cincinnati_OH_45219_M31178-75786,TRUE,3117875786,https://ar.rdcpix.com/e60b1e867947acc76729a628118b5ce5c-f4170580642od-w480_h360_x2_2x.jpg,null,null,4-Feb,4-Feb,Pets,959 - 1170,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2125 W Clifton Ave Unit CopyCincinnati, OH 45219",OH,2125 W Clifton Ave Unit Copy,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2125-W-Clifton-Ave-Copy_Cincinnati_OH_45219_M96317-50916,TRUE,9631750916,https://ar.rdcpix.com/cf70d8363fa4b4b308a7fcf2bb2cada7l-f2884563907od-w480_h360_x2_2x.jpg,null,null,3,8,Pets,3400,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2357 Victor StCincinnati, OH 45219",OH,2357 Victor St,45219,1950,sqft,Keller Williams Advisors,$,https://www.realtor.com/realestateandhomes-detail/2357-Victor-St_Cincinnati_OH_45219_M49175-11006,TRUE,4917511006,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,5,null,2400,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2312 Ohio AveCincinnati, OH 45219",OH,2312 Ohio Ave,45219,375 - 950,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/2312-Ohio-Ave_Cincinnati_OH_45219_M33673-98878,TRUE,3367398878,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,Studio - 4,null,725 - 1475,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"146 Parker AveCincinnati, OH 45219",OH,146 Parker Ave,45219,2345,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/146-Parker-St_Cincinnati_OH_45219_M47922-22908,TRUE,4792222908,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,5,null,3125,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2326 Stratford AveCincinnati, OH 45219",OH,2326 Stratford Ave,45219,2800,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/2326-Stratford-Ave_Cincinnati_OH_45219_M48525-93735,TRUE,4852593735,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,6,Cats,2995,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2431 Vine StCincinnati, OH 45219",OH,2431 Vine St,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2431-Vine-St_Cincinnati_OH_45219_M43963-00823,TRUE,4396300823,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,5,Pets,2750,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2317 Chickasaw StCincinnati, OH 45219",OH,2317 Chickasaw St,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2317-Chickasaw-St_Cincinnati_OH_45219_M48528-54596,TRUE,4852854596,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,5,null,2950,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"7 W Hollister StCincinnati, OH 45219",OH,7 W Hollister St,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/7-W-Hollister-St_Cincinnati_OH_45219_M97627-79203,TRUE,9762779203,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,5,null,2950,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2539 Ravine StCincinnati, OH 45219",OH,2539 Ravine St,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2539-Ravine-St_Cincinnati_OH_45219_M91295-57017,TRUE,9129557017,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,3,8,Pets,4000,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"46 Graham AveCincinnati, OH 45219",OH,46 Graham Ave,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/46-Graham-St_Cincinnati_OH_45219_M43669-72526,TRUE,4366972526,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,3-Feb,Cats,850 - 1450,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"123 Parker StCincinnati, OH 45219",OH,123 Parker St,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/123-Parker-St_Cincinnati_OH_45219_M48349-29678,TRUE,4834929678,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,6,Pets,2590,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"49 Parker StCincinnati, OH 45219",OH,49 Parker St,45219,2900,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/49-Parker-St_Cincinnati_OH_45219_M48768-91129,TRUE,4876891129,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,3,5,null,3125,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2338 Ohio AveCincinnati, OH 45219",OH,2338 Ohio Ave,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2338-Ohio-Ave_Cincinnati_OH_45219_M97196-70833,TRUE,9719670833,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,3,8,Pets,4400,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"635 Clemmer StCincinnati, OH 45219",OH,635 Clemmer St,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/635-Clemmer-Ave_Cincinnati_OH_45219_M48831-14541,TRUE,4883114541,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,3,Pets,1605,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"3287 Morrison RdCincinnati, OH 45219",OH,3287 Morrison Rd,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/3287-Morrison-Rd_Cincinnati_OH_45219_M99117-64163,TRUE,9911764163,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2-Jan,Cats,850 - 950,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2356 Ohio AveCincinnati, OH 45219",OH,2356 Ohio Ave,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2356-Ohio-Ave_Cincinnati_OH_45219_M49210-88537,TRUE,4921088537,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,3,8,Pets,4600,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"60 W McMillan St Apt 2Cincinnati, OH 45219",OH,60 W McMillan St Apt 2,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/60-W-McMillan-St-2_Cincinnati_OH_45219_M93544-68514,TRUE,9354468514,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,4,Pets,2200,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"165 W McMillan StCincinnati, OH 45219",OH,165 W McMillan St,45219,561 - 1982,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/165-W-McMillan-St_Cincinnati_OH_45219_M94815-39838,TRUE,9481539838,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,5-Jan,5-Jan,null,855 - 2060,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2212 Calumet St Unit 1Cincinnati, OH 45219",OH,2212 Calumet St Unit 1,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2212-Calumet-St-1_Cincinnati_OH_45219_M90984-15854,TRUE,9098415854,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2,null,1025,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"30 E Hollister St Apt 2Cincinnati, OH 45219",OH,30 E Hollister St Apt 2,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/30-E-Hollister-St-Apt-2_Cincinnati_OH_45219_M93280-14602,TRUE,9328014602,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2,Pets,1080,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2419 Vine St Apt 5Cincinnati, OH 45219",OH,2419 Vine St Apt 5,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2419-Vine-St-Apt-5_Cincinnati_OH_45219_M94394-97188,TRUE,9439497188,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2,Pets,1100,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2419 Vine St Apt 4Cincinnati, OH 45219",OH,2419 Vine St Apt 4,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2419-Vine-St-Apt-4_Cincinnati_OH_45219_M92104-52883,TRUE,9210452883,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2,Pets,1100,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2549 University Ct Apt 4Cincinnati, OH 45219",OH,2549 University Ct Apt 4,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2549-University-Ct-Apt-4_Cincinnati_OH_45219_M98405-38332,TRUE,9840538332,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2,Pets,1100,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2409 W Clifton AveCincinnati, OH 45219",OH,2409 W Clifton Ave,45219,555 - 630,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/2409-W-Clifton-Ave_Cincinnati_OH_45219_M48856-11360,TRUE,4885611360,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2-Jan,Cats,775 - 1150,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"130 Valencia St Unit 1Cincinnati, OH 45219",OH,130 Valencia St Unit 1,45219,700,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/130-Valencia-St-1_Cincinnati_OH_45219_M95434-57080,TRUE,9543457080,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2,Pets,1200,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"255 Warner StCincinnati, OH 45219",OH,255 Warner St,45219,855 - 1126,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/255-Warner-St_Cincinnati_OH_45219_M32243-19119,TRUE,3224319119,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2-Jan,2-Jan,null,1250 - 1595,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2232 Flora St Unit 2Cincinnati, OH 45219",OH,2232 Flora St Unit 2,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2232-Flora-St-2_Cincinnati_OH_45219_M97571-97537,TRUE,9757197537,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2,3,null,1575,month,realtor_property,For Rent - Condo,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2419 Vine St Apt 8Cincinnati, OH 45219",OH,2419 Vine St Apt 8,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2419-Vine-St-Apt-8_Cincinnati_OH_45219_M97883-92309,TRUE,9788392309,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,Pets,600,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2422 W Clifton AveCincinnati, OH 45219",OH,2422 W Clifton Ave,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2422-W-Clifton-Ave_Cincinnati_OH_45219_M49024-92832,TRUE,4902492832,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,3,6,Pets,3510,month,realtor_property,For Rent - House,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"201 Emming St Apt 4Cincinnati, OH 45219",OH,201 Emming St Apt 4,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/201-Emming-St-Apt-4_Cincinnati_OH_45219_M95883-68279,TRUE,9588368279,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,null,695,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"201 Emming St Apt 2Cincinnati, OH 45219",OH,201 Emming St Apt 2,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/201-Emming-St-Apt-2_Cincinnati_OH_45219_M90444-00284,TRUE,9044400284,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,null,695,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2339 Rohs St Apt 1RCincinnati, OH 45219",OH,2339 Rohs St Apt 1R,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2339-Rohs-St-Apt-1_Cincinnati_OH_45219_M97837-07328,TRUE,9783707328,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,Pets,710,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2419 Vine St Apt 2Cincinnati, OH 45219",OH,2419 Vine St Apt 2,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2419-Vine-St-Apt-2_Cincinnati_OH_45219_M92502-37029,TRUE,9250237029,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,Pets,725,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2220 Ohio Ave Apt 1Cincinnati, OH 45219",OH,2220 Ohio Ave Apt 1,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/2220-Ohio-Ave-1_Cincinnati_OH_45219_M92885-85847,TRUE,9288585847,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,Pets,735,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"201 Emming St Apt CCincinnati, OH 45219",OH,201 Emming St Apt C,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/201-Emming-St-Apt-C_Cincinnati_OH_45219_M96834-82155,TRUE,9683482155,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,null,750,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"201 Emming St Apt 1Cincinnati, OH 45219",OH,201 Emming St Apt 1,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/201-Emming-St-Apt-1_Cincinnati_OH_45219_M98337-20642,TRUE,9833720642,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,1,null,750,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"18 HollisterCincinnati, OH 45219",OH,18 Hollister,45219,null,null,null,$,https://www.realtor.com/realestateandhomes-detail/18-Hollister_Cincinnati_OH_45219_M93251-87976,TRUE,9325187976,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,2,Cats,990,month,realtor_property,For Rent - Condo,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"3010 Eden AveCincinnati, OH 45219",OH,3010 Eden Ave,45219,571 - 1405,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/3010-Eden-Ave_Cincinnati_OH_45219_M34244-19316,TRUE,3424419316,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2-Jan,Studio - 2,Pets,1390 - 2255,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2515 Burnet AveCincinnati, OH 45219",OH,2515 Burnet Ave,45219,465 - 575,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/2515-Burnet-Ave_Cincinnati_OH_45219_M33332-33956,TRUE,3333233956,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1,Studio - 1,Pets,825 - 1200,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"141 Wellington PlCincinnati, OH 45219",OH,141 Wellington Pl,45219,617 - 1102,sqft,null,$,https://www.realtor.com/realestateandhomes-detail/141-Wellington-Pl_Cincinnati_OH_45219_M46815-22757,TRUE,4681522757,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,2-Jan,2-Jan,Pets,1304 - 2074,month,realtor_property,For Rent - Apartment,,2022-03-31-20-57-09,https://www.realtor.com/apartments/45219
PropertyItem,Cincinnati,"2027 Highland Ave, Cincinnati, OH 45219",OH,2027 Highland Ave,45219,null,null,"Ownerland Realty, Inc.",$,https://www.realtor.com/realestateandhomes-detail/2027-Highland-Ave_Cincinnati_OH_45219_M47408-33173,TRUE,4740833173,https://ap.rdcpix.com/c0c23508ff9be5e9d14bbc86c5933803l-m1135411539od-w480_h360_x2_2x.jpg,null,null,2,3,null,87000,null,realtor_property,Pending,,2022-03-31-20-57-35,https://www.realtor.com/realestateandhomes-search/45219
PropertyItem,Cincinnati,"252 Stetson St Apt 405, Cincinnati, OH 45219",OH,252 Stetson St Apt 405,45219,1030,sqft,Real Brokerage Technologies,$,https://www.realtor.com/realestateandhomes-detail/252-Stetson-St-Apt-405_Cincinnati_OH_45219_M37154-35848,TRUE,3715435848,https://ap.rdcpix.com/8f29e03602268d367138283efe8c579fl-m1388386243od-w480_h360_x2_2x.jpg,null,null,2,2,null,310000,null,realtor_property,Pending,,2022-03-31-20-57-35,https://www.realtor.com/realestateandhomes-search/45219
PropertyItem,Cincinnati,"2169 Sohn St, Cincinnati, OH 45219",OH,2169 Sohn St,45219,1496,sqft,"Ohio Property Group, LLC",$,https://www.realtor.com/realestateandhomes-detail/2169-Sohn-St_Cincinnati_OH_45219_M48416-00282,TRUE,4841600282,https://ap.rdcpix.com/b02dd3b071a7affe5de96e65b30e3343l-m1198111242od-w480_h360_x2_2x.jpg,null,null,2,2,null,95000,null,realtor_property,For Sale,,2022-03-31-20-57-35,https://www.realtor.com/realestateandhomes-search/45219
PropertyItem,Cincinnati,"2013 Highland Ave, Cincinnati, OH 45219",OH,2013 Highland Ave,45219,1404,sqft,Sibcy Cline - West Chester,$,https://www.realtor.com/realestateandhomes-detail/2013-Highland-Ave_Cincinnati_OH_45219_M48006-07745,TRUE,4800607745,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,null,null,1.5,3,null,165000,null,realtor_property,For Sale,,2022-03-31-20-57-35,https://www.realtor.com/realestateandhomes-search/45219
PropertyItem,Cincinnati,"2231 Vine St, Cincinnati, OH 45219",OH,2231 Vine St,45219,null,null,Sibcy Cline - Kenwood,$,https://www.realtor.com/realestateandhomes-detail/2231-Vine-St_Cincinnati_OH_45219_M33789-10691,TRUE,3378910691,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,6098,sqft,null,null,null,155000,null,realtor_property,Pending,,2022-03-31-20-57-35,https://www.realtor.com/realestateandhomes-search/45219
PropertyItem,Cincinnati,"2994 Eden Ave, Cincinnati, OH 45219",OH,2994 Eden Ave,45219,938,sqft,Coldwell Banker Realty,$,https://www.realtor.com/realestateandhomes-detail/2994-Eden-Ave_Cincinnati_OH_45219_M34854-36351,TRUE,3485436351,https://static.rdc.moveaws.com/images/common/photos-coming-soon.svg,0.32,acre,1,1,null,254900,null,realtor_property,Pending,,2022-03-31-20-57-35,https://www.realtor.com/realestateandhomes-search/45219
